"Cancer_Type","Dataset","Regulation","Input_Class","Selection_Criterion","Input_Gene_Count","Correction_Method","Domain_Scope","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.13877744211432e-21,772,331,60,0.181268882175227,0.077720207253886,"GO:0099537","GO:BP","trans-synaptic signaling",20972,17870,"GO:0099536"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.45388180233416e-21,803,331,61,0.18429003021148,0.0759651307596513,"GO:0099536","GO:BP","synaptic signaling",20972,17869,"GO:0007267"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.78884248637539e-18,2597,331,107,0.323262839879154,0.0412013862148633,"GO:0007399","GO:BP","nervous system development",20972,2762,"GO:0048731"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.39719793671349e-18,503,331,45,0.13595166163142,0.0894632206759443,"GO:0050804","GO:BP","modulation of chemical synaptic transmission",20972,12409,"GO:0007268; GO:0099177"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.92874394496398e-18,504,331,45,0.13595166163142,0.0892857142857143,"GO:0099177","GO:BP","regulation of trans-synaptic signaling",20972,17840,"GO:0010646; GO:0023051; GO:0099537"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.98903000294083e-15,1523,331,74,0.223564954682779,0.0485883125410374,"GO:0048699","GO:BP","generation of neurons",20972,12106,"GO:0022008"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.1714028076961e-14,1769,331,79,0.238670694864048,0.0446579988694178,"GO:0022008","GO:BP","neurogenesis",20972,6130,"GO:0007399; GO:0030154"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.64484915184264e-14,1316,331,66,0.199395770392749,0.0501519756838906,"GO:0007267","GO:BP","cell-cell signaling",20972,2659,"GO:0007154; GO:0023052"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.34198732215094e-13,1444,331,69,0.208459214501511,0.0477839335180055,"GO:0030182","GO:BP","neuron differentiation",20972,6264,"GO:0030154; GO:0048699"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.62207451132601e-13,5948,331,165,0.498489425981873,0.0277404169468729,"GO:0048856","GO:BP","anatomical structure development",20972,12247,"GO:0032502"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.75785739263011e-13,4023,331,128,0.386706948640483,0.0318170519512801,"GO:0048731","GO:BP","system development",20972,12138,"GO:0007275; GO:0048856"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.92306843637688e-13,1167,331,61,0.18429003021148,0.0522707797772065,"GO:0048666","GO:BP","neuron development",20972,12075,"GO:0030182; GO:0048468"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.56799732028749e-13,6535,331,174,0.525679758308157,0.0266258607498087,"GO:0032502","GO:BP","developmental process",20972,7117,"GO:0008150"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.01449574426092e-12,4690,331,138,0.416918429003021,0.0294243070362473,"GO:0007275","GO:BP","multicellular organism development",20972,2666,"GO:0032501; GO:0048856"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.36880394331495e-12,149,331,22,0.0664652567975831,0.147651006711409,"GO:0007269","GO:BP","neurotransmitter secretion",20972,2661,"GO:0006836; GO:0007268; GO:0051649; GO:0099643"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.36880394331495e-12,149,331,22,0.0664652567975831,0.147651006711409,"GO:0099643","GO:BP","signal release from synapse",20972,17937,"GO:0023061; GO:0099536"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.06475919108157e-11,7337,331,184,0.555891238670695,0.0250783699059561,"GO:0032501","GO:BP","multicellular organismal process",20972,7116,"GO:0008150"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.32288596752589e-11,1010,331,53,0.16012084592145,0.0524752475247525,"GO:0031175","GO:BP","neuron projection development",20972,6636,"GO:0048666; GO:0120036"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,5.86103985844096e-11,443,331,34,0.102719033232628,0.0767494356659142,"GO:0042391","GO:BP","regulation of membrane potential",20972,9490,"GO:0065008"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.87040417334138e-11,648,331,41,0.123867069486405,0.0632716049382716,"GO:0048812","GO:BP","neuron projection morphogenesis",20972,12207,"GO:0031175; GO:0120039"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.76727190883767e-10,664,331,41,0.123867069486405,0.0617469879518072,"GO:0120039","GO:BP","plasma membrane bounded cell projection morphogenesis",20972,18206,"GO:0048858"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.26356468402339e-10,669,331,41,0.123867069486405,0.0612855007473842,"GO:0048858","GO:BP","cell projection morphogenesis",20972,12249,"GO:0000902; GO:0009653; GO:0030030"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.55869500227477e-10,4443,331,128,0.386706948640483,0.028809363042989,"GO:0030154","GO:BP","cell differentiation",20972,6252,"GO:0048869"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.63718413594182e-10,4444,331,128,0.386706948640483,0.0288028802880288,"GO:0048869","GO:BP","cellular developmental process",20972,12259,"GO:0009987; GO:0032502"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.72028955395746e-10,211,331,23,0.0694864048338369,0.109004739336493,"GO:0006836","GO:BP","neurotransmitter transport",20972,2378,"GO:0006810"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.80236571767165e-10,101,331,17,0.0513595166163142,0.168316831683168,"GO:0016079","GO:BP","synaptic vesicle exocytosis",20972,4863,"GO:0007269; GO:0045055; GO:0051649; GO:0099003; GO:0099504; GO:0099643"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.80836869098565e-09,6598,331,165,0.498489425981873,0.0250075780539557,"GO:0007154","GO:BP","cell communication",20972,2584,"GO:0009987"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.26180164045061e-09,211,331,22,0.0664652567975831,0.104265402843602,"GO:0099504","GO:BP","synaptic vesicle cycle",20972,17855,"GO:0051649; GO:0099003"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.74982278514387e-08,2963,331,94,0.283987915407855,0.031724603442457,"GO:0065008","GO:BP","regulation of biological quality",20972,14785,"GO:0065007"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.6504410269368e-08,91,331,15,0.0453172205438066,0.164835164835165,"GO:0140029","GO:BP","exocytic process",20972,18372,"GO:0006887; GO:0009987"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.70342525025932e-08,227,331,22,0.0664652567975831,0.0969162995594714,"GO:0045055","GO:BP","regulated exocytosis",20972,10494,"GO:0006887"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,9.35804721852458e-08,914,331,44,0.132930513595166,0.0481400437636762,"GO:0140352","GO:BP","export from cell",20972,18502,"GO:0006810; GO:0009987"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.25035398863078e-07,490,331,31,0.0936555891238671,0.063265306122449,"GO:0023061","GO:BP","signal release",20972,6210,"GO:0007267; GO:0032940"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.31420641322984e-07,246,331,22,0.0664652567975831,0.0894308943089431,"GO:0099003","GO:BP","vesicle-mediated transport in synapse",20972,17758,"GO:0016192"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.86934587407103e-07,12397,331,251,0.758308157099698,0.0202468339114302,"GO:0050789","GO:BP","regulation of biological process",20972,12397,"GO:0008150; GO:0065007"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.9093408198054e-07,971,331,45,0.13595166163142,0.0463439752832132,"GO:0046903","GO:BP","secretion",20972,11589,"GO:0006810"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.19395032282703e-07,6558,331,159,0.48036253776435,0.0242451967063129,"GO:0023052","GO:BP","signaling",20972,6205,"GO:0050789"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.53552695119568e-07,4370,331,119,0.359516616314199,0.0272311212814645,"GO:0006810","GO:BP","transport",20972,2362,"GO:0051234"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.30349110924655e-07,12804,331,256,0.773413897280967,0.0199937519525148,"GO:0065007","GO:BP","biological regulation",20972,14784,"GO:0008150"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.50340788895262e-07,1582,331,60,0.181268882175227,0.0379266750948167,"GO:0120036","GO:BP","plasma membrane bounded cell projection organization",20972,18205,"GO:0030030"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.85155136773557e-07,452,331,29,0.0876132930513595,0.0641592920353982,"GO:0007409","GO:BP","axonogenesis",20972,2769,"GO:0048667; GO:0048812; GO:0061564"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.88316874278676e-07,1628,331,61,0.18429003021148,0.0374692874692875,"GO:0030030","GO:BP","cell projection organization",20972,6219,"GO:0016043"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,5.59495988609872e-07,584,331,33,0.0996978851963746,0.0565068493150685,"GO:0048667","GO:BP","cell morphogenesis involved in neuron differentiation",20972,12076,"GO:0000902; GO:0048666"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,8.96235912360077e-07,2699,331,84,0.253776435045317,0.0311226380140793,"GO:0009653","GO:BP","anatomical structure morphogenesis",20972,3414,"GO:0032502; GO:0048856"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,8.98753218768756e-07,352,331,25,0.0755287009063444,0.0710227272727273,"GO:0006887","GO:BP","exocytosis",20972,2412,"GO:0016192; GO:0032940"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.69929658039245e-06,513,331,30,0.0906344410876133,0.0584795321637427,"GO:0061564","GO:BP","axon development",20972,14471,"GO:0031175"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.20231560161517e-06,234,331,20,0.0604229607250755,0.0854700854700855,"GO:0007411","GO:BP","axon guidance",20972,2770,"GO:0007409; GO:0097485"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.37309699628078e-06,235,331,20,0.0604229607250755,0.0851063829787234,"GO:0097485","GO:BP","neuron projection guidance",20972,17447,"GO:0031175; GO:0048812"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.64721201827501e-06,145,331,16,0.0483383685800604,0.110344827586207,"GO:0060078","GO:BP","regulation of postsynaptic membrane potential",20972,13357,"GO:0042391"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.11018520371478e-06,835,331,39,0.117824773413897,0.0467065868263473,"GO:0032940","GO:BP","secretion by cell",20972,7414,"GO:0046903; GO:0140352"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.43505551028381e-06,561,331,31,0.0936555891238671,0.0552584670231729,"GO:0050808","GO:BP","synapse organization",20972,12413,"GO:0034330"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.27375743445608e-06,5493,331,136,0.410876132930514,0.0247587839067905,"GO:0051179","GO:BP","localization",20972,12665,"GO:0008150"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.80590717519929e-06,2842,331,85,0.256797583081571,0.02990851513019,"GO:0048468","GO:BP","cell development",20972,11920,"GO:0030154; GO:0048856; GO:0048869"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.82892524661409e-06,998,331,43,0.129909365558912,0.0430861723446894,"GO:0000902","GO:BP","cell morphogenesis",20972,230,"GO:0009653"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,5.7397150974812e-06,4804,331,123,0.371601208459215,0.0256036636136553,"GO:0051234","GO:BP","establishment of localization",20972,12687,"GO:0051179"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.35062404483576e-06,36,331,9,0.027190332326284,0.25,"GO:0048499","GO:BP","synaptic vesicle membrane organization",20972,11939,"GO:0010256; GO:0061024"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,9.67812264027759e-06,3480,331,97,0.293051359516616,0.0278735632183908,"GO:0010646","GO:BP","regulation of cell communication",20972,4105,"GO:0007154; GO:0050794"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.0676605989646e-05,1025,331,43,0.129909365558912,0.0419512195121951,"GO:0034220","GO:BP","monoatomic ion transmembrane transport",20972,7944,"GO:0006811; GO:0055085"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.30781608363292e-05,18,331,7,0.0211480362537764,0.388888888888889,"GO:0045956","GO:BP","positive regulation of calcium ion-dependent exocytosis",20972,10969,"GO:0017156; GO:0017158; GO:1903307"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.33536473380918e-05,11962,331,239,0.722054380664653,0.019979936465474,"GO:0050794","GO:BP","regulation of cellular process",20972,12401,"GO:0009987; GO:0050789"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.83779595630527e-05,68,331,11,0.0332326283987915,0.161764705882353,"GO:0017156","GO:BP","calcium-ion regulated exocytosis",20972,5034,"GO:0045055"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,1.86038747699014e-05,3473,331,96,0.290030211480363,0.0276418082349554,"GO:0023051","GO:BP","regulation of signaling",20972,6204,"GO:0023052; GO:0050789"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,2.69309804056707e-05,170,331,16,0.0483383685800604,0.0941176470588235,"GO:0001508","GO:BP","action potential",20972,311,"GO:0042391"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,3.54971692802641e-05,2290,331,71,0.214501510574018,0.0310043668122271,"GO:0003008","GO:BP","system process",20972,1410,"GO:0032501"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.0471961249283e-05,199,331,17,0.0513595166163142,0.085427135678392,"GO:0071805","GO:BP","potassium ion transmembrane transport",20972,15775,"GO:0006813; GO:0098655"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,4.23925991905553e-05,31,331,8,0.0241691842900302,0.258064516129032,"GO:0031629","GO:BP","synaptic vesicle fusion to presynaptic active zone membrane",20972,6779,"GO:0016079; GO:0048499; GO:0099500"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,5.1161551642441e-05,665,331,32,0.0966767371601208,0.0481203007518797,"GO:0007610","GO:BP","behavior",20972,2927,"GO:0032501"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,5.57517631641647e-05,32,331,8,0.0241691842900302,0.25,"GO:0099500","GO:BP","vesicle fusion to plasma membrane",20972,17853,"GO:0006906; GO:0140029"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.6378917202923e-05,22,331,7,0.0211480362537764,0.318181818181818,"GO:0031630","GO:BP","regulation of synaptic vesicle fusion to presynaptic active zone membrane",20972,6780,"GO:0031338; GO:0031629; GO:1901632"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.6378917202923e-05,22,331,7,0.0211480362537764,0.318181818181818,"GO:1901632","GO:BP","regulation of synaptic vesicle membrane organization",20972,20202,"GO:0048499; GO:0051128"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,6.97291623383141e-05,1555,331,54,0.163141993957704,0.0347266881028939,"GO:0055085","GO:BP","transmembrane transport",20972,13261,"GO:0006810; GO:0009987"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.38948688553925e-05,1914,331,62,0.187311178247734,0.03239289446186,"GO:0032879","GO:BP","regulation of localization",20972,7364,"GO:0050789; GO:0051179"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,8.81237289441706e-05,1566,331,54,0.163141993957704,0.0344827586206897,"GO:0051049","GO:BP","regulation of transport",20972,12588,"GO:0006810; GO:0032879"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,8.96059847207142e-05,829,331,36,0.108761329305136,0.0434258142340169,"GO:0034330","GO:BP","cell junction organization",20972,7999,"GO:0016043"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000168603292306049,169,331,15,0.0453172205438066,0.0887573964497041,"GO:1990138","GO:BP","neuron projection extension",20972,23249,"GO:0048588; GO:0048812; GO:0060560"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000182795288584364,595,331,29,0.0876132930513595,0.0487394957983193,"GO:0003013","GO:BP","circulatory system process",20972,1415,"GO:0003008"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000216463087301544,859,331,36,0.108761329305136,0.0419091967403958,"GO:0098655","GO:BP","monoatomic cation transmembrane transport",20972,17576,"GO:0006812; GO:0034220"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.00026457102473821,107,331,12,0.0362537764350453,0.11214953271028,"GO:0035249","GO:BP","synaptic transmission, glutamatergic",20972,8346,"GO:0007268"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000347510602851804,1035,331,40,0.120845921450151,0.0386473429951691,"GO:0007417","GO:BP","central nervous system development",20972,2776,"GO:0007399; GO:0048731"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.00039583750157549,478,331,25,0.0755287009063444,0.0523012552301255,"GO:0016049","GO:BP","cell growth",20972,4839,"GO:0009987; GO:0040007"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.00043030567444804,234,331,17,0.0513595166163142,0.0726495726495727,"GO:0006813","GO:BP","potassium ion transport",20972,2365,"GO:0030001"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000516106818032722,736,331,32,0.0966767371601208,0.0434782608695652,"GO:0007420","GO:BP","brain development",20972,2779,"GO:0007417; GO:0048513; GO:0060322"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.00052204846607166,1260,331,45,0.13595166163142,0.0357142857142857,"GO:0006811","GO:BP","monoatomic ion transport",20972,2363,"GO:0006810"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000545320076712117,42,331,8,0.0241691842900302,0.19047619047619,"GO:0017158","GO:BP","regulation of calcium ion-dependent exocytosis",20972,5036,"GO:0017156; GO:1903305"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.000545320076712117,42,331,8,0.0241691842900302,0.19047619047619,"GO:0086091","GO:BP","regulation of heart rate by cardiac conduction",20972,16740,"GO:0002027; GO:0061337"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,0.00064087768059749,95,331,11,0.0332326283987915,0.115789473684211,"GO:0061337","GO:BP","cardiac conduction",20972,14337,"GO:0008016"
